sampling_location,sample_date,top_ammonium_mg_l,oakwood_bod_top_sample_mg_l,oxidation_reduction_potential_mv_bottom_sample,top_bottom_coliform_cells_100_ml,bottom_salinity_psu,ctd_conductivity_temperature_depth_profiler_bottom_dissolved_oxygen_mg_l,top_nitrate_nitrite_mg_l,top_dissolved_organic_carbon_mg_l,oxidation_reduction_potential_mv_bottom_sample,top_enterococci_bacteria_cells_100ml,top_total_suspended_solid_mg_l,total_phosphorus_mg_l,top_ph,bottom_ph,top_fecal_coliform_bacteria_cells_100ml,winkler_method_bottom_dissolved_oxygen_mg_l,oxidation_reduction_potential_mv_bottom_sample,oxidation_reduction_potential_mv_top_sample,sample_date,DESCRIPTION
G2,1993-07-26T00:00:00.000,0.47,0.7,0,70,28.41,0,0.25,0,0,0,49,0.14,0,0,240,3.93,0,0,1993-07-26T00:00:00.000,Gowanus Channel
G2,2011-09-20T00:00:00.000,0.217,0,63.065,0,23.8,5.38,0.269,4.2,63.065,43,8,0.104,7.42,7.42,260,5.77,63.065,67.852,2011-09-20T00:00:00.000,Gowanus Channel
G2,1992-06-30T00:00:00.000,0.21,1.9,0,0,24.93,0,0.17,0,0,0,20,0.05,7.85,7.81,0,6.83,0,0,1992-06-30T00:00:00.000,Gowanus Channel
X19,1935-08-09T00:00:00.000,0,0,0,0,30.1,0,0,0,0,0,0,0,0,0,0,6.33,0,0,1935-08-09T00:00:00.000,
K5A,1982-07-27T00:00:00.000,0,3.5,0,11000,27,0,0,0,0,0,0,0,0,0,0,5.4,0,0,1982-07-27T00:00:00.000,Raritan River
K5A,1982-07-27T00:00:00.000,0,3.5,0,11000,27,0,0,0,0,0,0,0,0,0,0,5.4,0,0,1982-07-27T00:00:00.000,Raritan River
K5A,2013-06-18T00:00:00.000,0.34,0,0,0,21.74,5.13,0.348,4.3,0,7,16,0.12,7.47,7.53,76,5.36,0,0,2013-06-18T00:00:00.000,Raritan River
K5A,2013-11-14T00:00:00.000,0.404,0,0,0,25.9,8.83,0.698,3.16,0,5,6,0.13,7.77,7.8,20,8.79,0,0,2013-11-14T00:00:00.000,Raritan River
K5A,2001-02-28T00:00:00.000,0,0,0,0,26.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2001-02-28T00:00:00.000,Raritan River
K5A,2004-09-09T00:00:00.000,0.212,0,0,0,0,0,0.328,2.8,0,1,11.6,0.16,0,0,10,6.1,0,0,2004-09-09T00:00:00.000,Raritan River
K5A,2013-05-29T00:00:00.000,0.452,0,0,0,24.15,8.55,0.43,3.9,0,4,7,0.138,7.75,7.86,31,8.74,0,0,2013-05-29T00:00:00.000,Raritan River
K5A,1997-07-02T00:00:00.000,0.276,0,0,0,26.79,8.57,0.197,0,0,0,16,0.161,7.69,7.7,6,6.95,0,0,1997-07-02T00:00:00.000,Raritan River
K5A,2011-06-02T00:00:00.000,0.175,0,0,0,0,0,0.317,3.2,0,1,6,0.11,7.52,0,62,0,0,0,2011-06-02T00:00:00.000,Raritan River
K5A,1985-08-27T00:00:00.000,0,2.7,0,2300,27,0,0,0,0,0,0,0,0,0,3500,3.7,0,0,1985-08-27T00:00:00.000,Raritan River
K5A,1995-12-12T00:00:00.000,0.4,0,0,0,29.1,0,0.52,0,0,0,28,0.14,7.69,7.7,72,10.71,0,0,1995-12-12T00:00:00.000,Raritan River
K5A,1996-06-19T00:00:00.000,0.523,0,0,20,0,0,0.351,0,0,0,26,0.189,7.47,7.56,3,6.89,0,0,1996-06-19T00:00:00.000,Raritan River
K5A,1967-07-18T00:00:00.000,0,0,0,350,26.25,0,0,0,0,0,0,0,0,0,0,2.6,0,0,1967-07-18T00:00:00.000,Raritan River
K5A,1992-06-30T00:00:00.000,0.29,4.6,0,0,0,0,0.1,0,0,0,24,0.062,7.75,7.75,0,4.81,0,0,1992-06-30T00:00:00.000,Raritan River
K5A,1967-08-31T00:00:00.000,0,0,0,280,25.9,0,0,0,0,0,0,0,0,0,0,3.1,0,0,1967-08-31T00:00:00.000,Raritan River
E7,1998-05-21T00:00:00.000,0.259,0,0,0,23.59,0,0.2,0,0,0,11,0.118,7.91,7.96,20,7.64,0,0,1998-05-21T00:00:00.000,Whitestone
E7,2014-06-23T00:00:00.000,0.105,0,218.527,0,24.85,5.46,0.11,2.5,218.527,1,8,0.138,7.5,7.49,1,5.68,218.527,219.065,2014-06-23T00:00:00.000,Whitestone
E7,2006-02-07T00:00:00.000,0.31,0,110.228,0,24.31,11.11,0.292,3.78,110.228,18,2.5,0.136,8.06,8.12,37,12,110.228,108.09,2006-02-07T00:00:00.000,Whitestone
E7,1993-06-02T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,7.72,7.74,0,7.89,0,0,1993-06-02T00:00:00.000,Whitestone
E7,2007-08-20T00:00:00.000,0.419,0,129.593,0,25.89,2.63,0.321,3.6,129.593,2,11.37,0.2,7.26,7.2,26,3.85,129.593,128.989,2007-08-20T00:00:00.000,Whitestone
E7,1998-07-21T00:00:00.000,0.134,0,0,0,24.95,4.03,0.071,0,0,0,8,0.239,7.43,7.62,15,4.04,0,0,1998-07-21T00:00:00.000,Whitestone
E7,1934-07-02T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1934-07-02T00:00:00.000,Whitestone
E7,1940-07-30T00:00:00.000,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,2.95,0,0,1940-07-30T00:00:00.000,Whitestone
E7,1964-08-24T00:00:00.000,0,0,0,460,30.45,0,0,0,0,0,0,0,0,0,0,2.9,0,0,1964-08-24T00:00:00.000,Whitestone
E7,1964-06-22T00:00:00.000,0,0,0,93,28.35,0,0,0,0,0,0,0,0,0,0,6.8,0,0,1964-06-22T00:00:00.000,Whitestone
E7,2015-06-22T00:00:00.000,0.297,0,284.313,0,24.7,5.43,0.215,2.17,284.313,4,21,0.143,7.39,7.4,41,5.98,284.313,284.916,2015-06-22T00:00:00.000,Whitestone
E7,2001-06-18T00:00:00.000,1.14,0,0,0,0,0,0.291,3.86,0,0,6.6,0.222,7.71,7.82,1180,6.5,0,0,2001-06-18T00:00:00.000,Whitestone
E7,2000-04-04T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,7.49,7.52,0,10.88,0,0,2000-04-04T00:00:00.000,Whitestone
E7,1957-07-02T00:00:00.000,0,0,0,46,29.05,0,0,0,0,0,0,0,0,0,0,4,0,0,1957-07-02T00:00:00.000,Whitestone
E7,2006-06-05T00:00:00.000,0.448,0,217.855,0,23.96,6.07,0.224,3.2,217.855,12,5,0.132,7.55,7.47,225,6.6,217.855,218.882,2006-06-05T00:00:00.000,Whitestone
E7,1999-10-05T00:00:00.000,0,0,0,0,25.9,10.01,0,0,0,0,0,0,6.61,6.69,0,7.04,0,0,1999-10-05T00:00:00.000,Whitestone
E7,1970-07-13T00:00:00.000,0,5.2,0,3300,26.9,0,0,0,0,0,0,0,0,0,0,4.5,0,0,1970-07-13T00:00:00.000,Whitestone
E7,2007-09-04T00:00:00.000,0.203,0,0,0,26.49,4.12,0.367,3.63,0,1,3.75,0.157,7.26,7.27,2,5.5,0,0,2007-09-04T00:00:00.000,Whitestone
E7,1993-06-22T00:00:00.000,0.42,1.4,0,5000,0,0,0.22,0,0,0,42,0.14,7.55,7.77,0,7.14,0,0,1993-06-22T00:00:00.000,Whitestone
E8,2000-06-07T00:00:00.000,0,0,0,0,23.47,1.53,0,0,0,0,0,0,7.06,7.11,0,6.69,0,0,2000-06-07T00:00:00.000,Throgs Neck
E8,2000-05-22T00:00:00.000,0.474,0,0,0,25.6,0,0.242,0,0,0,1.4,0.154,7.08,7.25,160,6.63,0,0,2000-05-22T00:00:00.000,Throgs Neck
E8,2000-04-04T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,7.57,7.59,0,10.6,0,0,2000-04-04T00:00:00.000,Throgs Neck
E8,1964-08-24T00:00:00.000,0,0,0,110,31.85,0,0,0,0,0,0,0,0,0,0,3.2,0,0,1964-08-24T00:00:00.000,Throgs Neck
E8,1956-08-30T00:00:00.000,0,0,0,2,30.1,0,0,0,0,0,0,0,0,0,0,3.6,0,0,1956-08-30T00:00:00.000,Throgs Neck
E8,2006-06-05T00:00:00.000,0.328,0,0,0,0,0,0.198,0,0,5,21.5,0.114,0,0,164,7.24,0,0,2006-06-05T00:00:00.000,Throgs Neck
E8,2012-09-10T00:00:00.000,0.307,0,299.183,0,27.53,2.26,0.368,3.34,299.183,1,6,0.208,7.24,7.19,568,2.42,299.183,291.863,2012-09-10T00:00:00.000,Throgs Neck
E8,1999-05-25T00:00:00.000,0.286,0,0,0,0,0,0.117,0,0,0,3.4,0.138,7.42,7.48,560,7.81,0,0,1999-05-25T00:00:00.000,Throgs Neck
E8,1970-09-22T00:00:00.000,0,1.8,0,3300,29.3,0,0,0,0,0,0,0,0,0,0,4.2,0,0,1970-09-22T00:00:00.000,Throgs Neck
E8,2015-06-15T00:00:00.000,0.287,0,250.26,0,26.62,5.43,0.075,2.93,250.26,75,24,0.109,7.56,7.54,198,6.68,250.26,252.293,2015-06-15T00:00:00.000,Throgs Neck
E8,1984-08-20T00:00:00.000,0,1.6,0,200,25.5,0,0,0,0,0,0,0,0,0,0,5,0,0,1984-08-20T00:00:00.000,Throgs Neck
E8,1984-08-20T00:00:00.000,0,1.6,0,200,25.5,0,0,0,0,0,0,0,0,0,0,5,0,0,1984-08-20T00:00:00.000,Throgs Neck
E8,2005-08-15T00:00:00.000,0.232,0,0,0,0,0,0.223,2.82,0,490,7.75,0.202,7.19,7.09,2000,0.63,0,0,2005-08-15T00:00:00.000,Throgs Neck
E8,1947-07-03T00:00:00.000,0,0,0,0,27.3,0,0,0,0,0,0,0,0,0,0,5.1,0,0,1947-07-03T00:00:00.000,Throgs Neck
E8,1983-09-12T00:00:00.000,0,2.4,0,2200,29.7,0,0,0,0,0,0,0,0,0,0,2.9,0,0,1983-09-12T00:00:00.000,Throgs Neck
E8,1983-09-12T00:00:00.000,0,2.4,0,2200,29.7,0,0,0,0,0,0,0,0,0,0,2.9,0,0,1983-09-12T00:00:00.000,Throgs Neck
LN1,2010-09-13T00:00:00.000,0.224,0,0,0,0,0,0.43,2.7,0,8,5.2,0.215,7.3,0,424,0,0,134.413,2010-09-13T00:00:00.000,Little Neck Bay South
LN1,2012-07-09T00:00:00.000,0.015,0,0,0,0,0,0.01,3,0,2,10,0.126,8.09,0,21,0,0,228.716,2012-07-09T00:00:00.000,Little Neck Bay South
LN1,2012-11-13T00:00:00.000,0.281,0,0,0,0,0,0.476,3.4,0,1,9,0.201,7.59,0,10,0,0,122.444,2012-11-13T00:00:00.000,Little Neck Bay South
LN1,2013-08-26T00:00:00.000,0.016,0,0,0,0,0,0.094,2.7,0,3,9,0.161,7.8,0,41,0,0,0,2013-08-26T00:00:00.000,Little Neck Bay South
LN1,2014-08-07T00:00:00.000,0.014,0,0,0,0,0,0.011,2.88,0,1,38,0.267,8.22,0,21,0,0,0,2014-08-07T00:00:00.000,Little Neck Bay South
FLC1,2007-07-24T00:00:00.000,0.712,0,69.762,0,23.77,1.87,0.229,3.9,69.762,5900,13.75,0.298,7.07,7.07,4,2.22,69.762,70.045,2007-07-24T00:00:00.000,Flushing Creek
FLC1,2010-06-14T00:00:00.000,0.631,0,117.968,0,23.82,3.21,0.169,2.9,117.968,190,6.4,0.249,6.99,7,"1,180",3.73,117.968,118.84,2010-06-14T00:00:00.000,Flushing Creek
FLC1,2009-08-10T00:00:00.000,0.578,0,93.847,0,22.91,2.2,0.191,4.7,93.847,720,9.6,0.242,7.1,7.1,4000,2.26,93.847,77.088,2009-08-10T00:00:00.000,Flushing Creek
FLC1,2007-06-18T00:00:00.000,0.632,0,0,0,23.21,3.2,0.206,4.3,0,4,10.5,0.23,7.36,7.32,141,4.9,0,0,2007-06-18T00:00:00.000,Flushing Creek
FLC1,2011-05-16T00:00:00.000,0.68,0,191.838,0,21.94,4.93,0.2,2.84,191.838,70,22,0.217,7.33,7.3,"1,200",6.21,191.838,170.517,2011-05-16T00:00:00.000,Flushing Creek
FLC1,2014-07-21T00:00:00.000,0.264,0,144.583,0,23.21,4.46,0.117,3.76,144.583,27,12,0.309,7.33,7.35,"2,200",5.73,144.583,113.721,2014-07-21T00:00:00.000,Flushing Creek
FLC1,2009-08-31T00:00:00.000,0.629,0,117.858,0,23.22,2.05,0.232,4,117.858,21,10.8,0.308,7.2,7.18,90,3.16,117.858,110.955,2009-08-31T00:00:00.000,Flushing Creek
F5,2016-09-01T00:00:00.000,0.379,0,0,0,0,0,0.174,3.45,0,6,19,0.371,7.46,0,"9,400",0,0,0,2016-09-01T00:00:00.000,Mouth of Fresh Creek
x647_1909,1909-07-10T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1909-07-10T00:00:00.000,
NH,1991-05-21T00:00:00.000,0,0,0,0,26.4,0,0,0,0,0,0,0,0,0,0,7.1,0,0,1991-05-21T00:00:00.000,
NH,1968-08-01T00:00:00.000,0,0,0,,25.3,0,0,0,0,0,0,0,0,0,0,5.3,0,0,1968-08-01T00:00:00.000,
NH,1982-07-20T00:00:00.000,0,0,0,200,29.2,0,0,0,0,0,0,0,0,0,0,5.6,0,0,1982-07-20T00:00:00.000,
NH,1982-07-20T00:00:00.000,0,0,0,200,29.2,0,0,0,0,0,0,0,0,0,0,5.6,0,0,1982-07-20T00:00:00.000,
x384_1909,1909-05-12T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1909-05-12T00:00:00.000,
x33_1909,1909-03-24T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1909-03-24T00:00:00.000,
x538_1909,1909-05-19T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1909-05-19T00:00:00.000,
TNQ,1971-08-09T00:00:00.000,0,0,0,4900,24,0,0,0,0,0,0,0,0,0,0,2.3,0,0,1971-08-09T00:00:00.000,
TNQ,1972-06-29T00:00:00.000,0,0,0,,23.4,0,0,0,0,0,0,0,0,0,0,6.4,0,0,1972-06-29T00:00:00.000,
TNQ,1971-08-09T00:00:00.000,0,0,0,,24.9,0,0,0,0,0,0,0,0,0,0,2.3,0,0,1971-08-09T00:00:00.000,
TNQ,1981-08-31T00:00:00.000,0,0,0,1700,29.5,0,0,0,0,0,0,0,0,0,0,4,0,0,1981-08-31T00:00:00.000,
TNQ,1981-08-31T00:00:00.000,0,0,0,1700,29.5,0,0,0,0,0,0,0,0,0,0,4,0,0,1981-08-31T00:00:00.000,
TNQ,1968-07-15T00:00:00.000,0,0,0,,25.3,0,0,0,0,0,0,0,0,0,0,4.2,0,0,1968-07-15T00:00:00.000,
J3,1998-04-01T00:00:00.000,0.093,0,0,0,26.77,13.29,0.062,0,0,0,11,0.182,8.37,8.27,0,13.38,0,0,1998-04-01T00:00:00.000,Canarsie
J3,2016-08-03T00:00:00.000,0.312,0,0,0,0,0,0.113,3.3,0,1,5,0.274,0,0,21,4.76,0,0,2016-08-03T00:00:00.000,Canarsie
J3,2013-07-24T00:00:00.000,0.423,0,0,0,27.13,4.07,0.116,3.4,0,2,7,0.276,7.74,7.7,36,4.26,0,0,2013-07-24T00:00:00.000,Canarsie
J3,1989-08-03T00:00:00.000,0.56,0,0,790,26.4,0,0.26,0,0,0,0,0.24,0,0,190,4,0,0,1989-08-03T00:00:00.000,Canarsie
J3,1984-09-14T00:00:00.000,0,4.5,0,200,28.8,0,0,0,0,0,0,0,0,0,0,7.4,0,0,1984-09-14T00:00:00.000,Canarsie
J3,1984-09-14T00:00:00.000,0,4.5,0,200,28.8,0,0,0,0,0,0,0,0,0,0,7.4,0,0,1984-09-14T00:00:00.000,Canarsie
J3,2016-09-08T00:00:00.000,0.316,0,238.61,0,29.43,5.44,0.124,3.28,238.61,2,8,0.244,7.72,7.75,4,6.01,238.61,240.1,2016-09-08T00:00:00.000,Canarsie
J3,2001-08-07T00:00:00.000,0.304,0,0,0,27.57,0,0.219,4.68,0,0,20.8,0.367,8.12,7.9,5,6.4,0,0,2001-08-07T00:00:00.000,Canarsie
J3,1982-07-22T00:00:00.000,0,2.2,0,35000,30.3,0,0,0,0,0,0,0,0,0,0,5.4,0,0,1982-07-22T00:00:00.000,Canarsie
J3,1982-07-22T00:00:00.000,0,2.2,0,35000,30.3,0,0,0,0,0,0,0,0,0,0,5.4,0,0,1982-07-22T00:00:00.000,Canarsie
J3,2007-06-26T00:00:00.000,0.544,0,0,0,27.74,4.81,0.328,3.9,0,1,8.75,0.314,7.94,7.85,164,6.88,0,0,2007-06-26T00:00:00.000,Canarsie
J3,2016-08-09T00:00:00.000,0.092,0,263.17,0,28.76,5.89,0.054,3.15,263.17,2,11,0.185,7.97,7.9,20,6.41,263.17,262.85,2016-08-09T00:00:00.000,Canarsie
J3,1988-06-16T00:00:00.000,0,7.6,0,130,27.4,0,0,0,0,0,0,0,8.53,8.25,0,10.8,0,0,1988-06-16T00:00:00.000,Canarsie
J3,2016-07-07T00:00:00.000,0.074,0,209.81,0,28.94,5.48,0.038,2.93,209.81,2,10,0.246,7.92,7.86,47,5.97,209.81,211.23,2016-07-07T00:00:00.000,Canarsie
J3,1950-08-10T00:00:00.000,0,0,0,0,31.15,0,0,0,0,0,0,0,0,0,0,4.8,0,0,1950-08-10T00:00:00.000,Canarsie
J3,1972-09-14T00:00:00.000,0,4,0,7000,25.3,0,0,0,0,0,0,0,0,0,0,5.3,0,0,1972-09-14T00:00:00.000,Canarsie
J12,2006-05-31T00:00:00.000,0.17,0,0,0,0,0,0.149,4.42,0,2,14.75,0.236,0,0,221,9.22,0,0,2006-05-31T00:00:00.000,Grassy Bay
J12,2007-04-24T00:00:00.000,0.824,0,129.291,0,23.85,3.76,0.504,4.43,129.291,1,15.8,0.223,8.21,7.98,3,6.63,129.291,125.412,2007-04-24T00:00:00.000,Grassy Bay
J12,2010-01-12T00:00:00.000,1.22,0,58.52,0,26.66,12.26,0.573,3,58.52,20,7.8,0.224,8.2,8.09,10,12.69,58.52,62.6,2010-01-12T00:00:00.000,Grassy Bay
E2,2019-05-28T00:00:00.000,0.348,0,0,0,0,0,0.231,2.25,0,10,13,0.111,7.67,0,32,0,0,0,2019-05-28T00:00:00.000,23rd Street
E2,1933-08-29T00:00:00.000,0,0,0,0,24.5,0,0,0,0,0,0,0,0,0,0,1.2,0,0,1933-08-29T00:00:00.000,23rd Street
E2,1989-07-12T00:00:00.000,0.94,0,0,2000,23.1,0,0.34,0,0,0,0,0.16,0,0,180,2.8,0,0,1989-07-12T00:00:00.000,23rd Street
E2,2012-07-09T00:00:00.000,0.325,0,281.011,0,24.54,4.5,0.3,4,281.011,2,4,0.197,7.27,7.29,2000,4.86,281.011,275.105,2012-07-09T00:00:00.000,23rd Street
E2,1966-07-27T00:00:00.000,0,0,0,490,26.25,0,0,0,0,0,0,0,0,0,0,2.5,0,0,1966-07-27T00:00:00.000,23rd Street
E2,2002-08-19T00:00:00.000,0.367,0,0,0,27.86,5.09,0.388,4.02,0,6,23,0.209,7.36,7.37,208,3.65,0,0,2002-08-19T00:00:00.000,23rd Street
E2,1998-05-19T00:00:00.000,0.464,0,0,0,19.81,6.87,0.349,0,0,0,11,0.152,7.59,7.61,209,7.12,0,0,1998-05-19T00:00:00.000,23rd Street
E2,2012-11-10T00:00:00.000,0.406,0,219.084,0,22.95,7.04,0.516,3.1,219.084,20,16,0.212,7.23,7.24,60,8.12,219.084,217.85,2012-11-10T00:00:00.000,23rd Street
WC3,2014-01-09T00:00:00.000,0.446,0,0,0,0,0,0.334,3.09,0,48,22,0.198,8.34,0,112,0,0,0,2014-01-09T00:00:00.000,
WC3,2014-08-14T00:00:00.000,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"2,200",0,0,0,2014-08-14T00:00:00.000,
WC3,2016-01-12T00:00:00.000,0.259,0,0,0,24.68,0,0.41,2.2,0,36,9,0.159,7.75,0,330,0,0,0,2016-01-12T00:00:00.000,
WC3,2015-06-01T00:00:00.000,0.406,0,0,0,0,0,0.189,3.17,0,2000,11,0.202,7.17,0,"20,000",0,0,0,2015-06-01T00:00:00.000,
x609_1911_DO,1911-07-27T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29,0,0,1911-07-27T00:00:00.000,
PB2,2011-08-03T00:00:00.000,0.224,0,247.023,0,27.25,2.8,0.09,3.8,247.023,4,8,0.954,7.65,7.69,340,6.29,247.023,242.834,2011-08-03T00:00:00.000,Midway in Basin
PB2,2013-03-05T00:00:00.000,0.079,0,0,0,29.06,0.56,0.22,3.4,0,5,11,0.14,8.28,8.33,14,13.25,0,0,2013-03-05T00:00:00.000,Midway in Basin
PB2,2013-10-16T00:00:00.000,0.532,0,0,0,28.2,7.06,0.299,4.28,0,1,3,0.239,7.85,7.92,139,9.54,0,0,2013-10-16T00:00:00.000,Midway in Basin
PB2,2011-08-11T00:00:00.000,0.371,0,241.071,0,27.31,4.61,0.094,5.1,241.071,6,15,1.17,7.68,7.65,"1,860",4.97,241.071,226.285,2011-08-11T00:00:00.000,Midway in Basin
PB2,2006-07-25T00:00:00.000,0.085,0,53.41,0,26.03,1.9,0.1,3.71,53.41,6,60.75,0.285,8.17,7.88,184,8.8,53.41,52.938,2006-07-25T00:00:00.000,Midway in Basin
PB2,2014-06-24T00:00:00.000,0.107,0,215.12,0,26,14.06,0.02,3.64,215.12,1,33,0.357,8.48,8.5,42,15.44,215.12,214.229,2014-06-24T00:00:00.000,Midway in Basin
NC3,2006-12-20T00:00:00.000,0.636,0,0,0,22.2,9.49,0.479,3.35,0,5,7,0.154,7.53,7.62,96,8.85,0,0,2006-12-20T00:00:00.000,Whale Creek
NC3,2004-06-30T00:00:00.000,0.444,0,0,0,22.01,0,0.223,0,0,29,1.8,0.212,6.94,6.99,789,4.09,0,0,2004-06-30T00:00:00.000,Whale Creek
NC3,2013-02-05T00:00:00.000,0.514,0,76.237,0,22.06,0,0.549,3.5,76.237,100,9,0.156,7.57,7.64,81,9.59,76.237,93.878,2013-02-05T00:00:00.000,Whale Creek
NC3,2003-07-02T00:00:00.000,0.215,0,0,0,24.07,0,0.207,3.81,0,0,0,0.2,7.77,7.24,0,5.12,0,0,2003-07-02T00:00:00.000,Whale Creek
NC3,2014-09-02T00:00:00.000,0.139,0,109.914,0,22.96,3.19,0.329,3.2,109.914,80,18,0.276,7.23,7.24,"13,000",3.7,109.914,120.054,2014-09-02T00:00:00.000,Whale Creek
x716_1911_DO,1911-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1911-08-01T00:00:00.000,
FB1,2015-11-04T00:00:00.000,0.319,0,158.391,0,25.57,6.57,0.452,2.24,158.391,2,14,0.207,7.65,7.63,28,7.07,158.391,167.423,2015-11-04T00:00:00.000,Flushing Bay North
FB1,2016-10-31T00:00:00.000,0.229,0,206.68,0,26.42,7.66,0.428,2.38,206.68,"1,390",20,0.24,7.79,7.8,"10,400",7.93,206.68,208.22,2016-10-31T00:00:00.000,Flushing Bay North
FB1,2014-07-28T00:00:00.000,0.21,0,163.871,0,24.26,4.24,0.214,2.74,163.871,62,23,0.287,7.37,7.36,"2,000",4.62,163.871,169.486,2014-07-28T00:00:00.000,Flushing Bay North
FB1,2008-10-20T00:00:00.000,0.79,0,0,0,0,0,0.5,2.8,0,8,7.2,0.407,7.2,7.24,60,8.76,0,0,2008-10-20T00:00:00.000,Flushing Bay North
FB1,2016-10-11T00:00:00.000,0.538,0,188.32,0,25.31,6.3,0.452,2.71,188.32,2,9,0.256,7.63,7.62,0,0,188.32,190.58,2016-10-11T00:00:00.000,Flushing Bay North
FB1,2015-10-26T00:00:00.000,0.29,0,202.815,0,26.26,6.72,0.406,2.33,202.815,4,28,0.213,7.7,7.68,6,7.67,202.815,203.961,2015-10-26T00:00:00.000,Flushing Bay North
FB1,2009-06-15T00:00:00.000,0.576,0,317.845,0,22.88,4.18,0.292,4.3,317.845,24,11,0.226,7.37,7.37,350,6.69,317.845,304.472,2009-06-15T00:00:00.000,Flushing Bay North
N9A,2010-07-20T00:00:00.000,0.165,0,246.857,0,29.55,5.15,0.091,3.7,246.857,2,5.2,0.168,7.68,7.71,11,5.97,246.857,243.426,2010-07-20T00:00:00.000,Coney Is W Outfall
N9A,2012-12-12T00:00:00.000,0.386,0,248.886,0,29.55,8.52,0.312,1.9,248.886,2,9,0.131,7.85,0,9,0,248.886,246.663,2012-12-12T00:00:00.000,Coney Is W Outfall
N9A,2012-06-13T00:00:00.000,0.248,0,0,0,27.89,4.6,0.11,3,0,106,2,0.144,7.5,7.52,352,6.06,0,0,2012-06-13T00:00:00.000,Coney Is W Outfall
N9A,1984-08-03T00:00:00.000,0,4.2,0,5400,30.8,0,0,0,0,0,0,0,0,0,0,6.2,0,0,1984-08-03T00:00:00.000,Coney Is W Outfall
N9A,1984-08-03T00:00:00.000,0,4.2,0,5400,30.8,0,0,0,0,0,0,0,0,0,0,6.2,0,0,1984-08-03T00:00:00.000,Coney Is W Outfall
N9A,1966-07-21T00:00:00.000,0,0,0,2,31.5,0,0,0,0,0,0,0,0,0,0,6.6,0,0,1966-07-21T00:00:00.000,Coney Is W Outfall
N9A,1954-07-01T00:00:00.000,0,0,0,3,34.3,0,0,0,0,0,0,0,0,0,0,6.9,0,0,1954-07-01T00:00:00.000,Coney Is W Outfall
N9A,1985-07-18T00:00:00.000,0,1.8,0,460,27,0,0,0,0,0,0,0,0,0,0,6.5,0,0,1985-07-18T00:00:00.000,Coney Is W Outfall
N9A,1993-08-19T00:00:00.000,0.05,0.4,0,0,30.18,0,0.01,0,0,0,28,0.1,7.95,7.96,7,7.01,0,0,1993-08-19T00:00:00.000,Coney Is W Outfall
N9A,1971-08-04T00:00:00.000,0,3.2,0,5400,29.9,0,0,0,0,0,0,0,0,0,0,7,0,0,1971-08-04T00:00:00.000,Coney Is W Outfall
N9A,1971-08-12T00:00:00.000,0,4.5,0,1400,28.5,0,0,0,0,0,0,0,0,0,0,6,0,0,1971-08-12T00:00:00.000,Coney Is W Outfall
J16,2016-06-14T00:00:00.000,0.128,0,0,0,0,0,0.06,2.97,0,2,24,0.142,8.12,0,5,0,0,0,2016-06-14T00:00:00.000,Horse Channel
TR1,2012-06-18T00:00:00.000,0,0,0,0,17.8,5.2,0,0,0,12,0,0,0,0,260,0,0,0,2012-06-18T00:00:00.000,
TR1,2010-07-12T00:00:00.000,0,0,0,0,0,0,0,0,0,4,0,0,0,0,50,0,0,0,2010-07-12T00:00:00.000,
J8,2001-07-16T00:00:00.000,0.317,0,0,0,27.5,0,0.105,4.12,0,1,3.8,0.292,8.17,8.06,20,5.4,0,0,2001-07-16T00:00:00.000,Spring Creek
J8,2013-06-05T00:00:00.000,1.14,0,0,0,0,0,0.258,4.6,0,2,10,0.301,0,0,200,8.89,0,0,2013-06-05T00:00:00.000,Spring Creek
J8,2010-01-12T00:00:00.000,0.708,0,63.16,0,26.49,13.48,0.55,2.5,63.16,10,7.2,0.18,8.13,8.14,38,14.51,63.16,65.92,2010-01-12T00:00:00.000,Spring Creek
J8,1993-04-06T00:00:00.000,0.41,5.8,0,0,24.36,0,0.19,0,0,0,32,0.17,8.52,8.52,0,15.38,0,0,1993-04-06T00:00:00.000,Spring Creek
J8,2015-05-27T00:00:00.000,0.16,0,222.69,0,28.04,6.19,0.101,3.43,222.69,1,21,0.411,8.13,8.06,19,7.34,222.69,223.143,2015-05-27T00:00:00.000,Spring Creek
GC5,2016-01-19T00:00:00.000,0.468,0,0,0,0,0,0.449,2.97,0,"4,500",31,0.227,0,0,"24,000",0,0,0,2016-01-19T00:00:00.000,3rd Street Bridge
